Titel,Ondertitel,Description1,Description2,Genre,ID,Planning ID
Flat Earth Society - 13 / Shakara United,,"\

\
2013 wordt een bijzonder jaar voor Flat Earth Society, zowat de bekendste en meest energieke bigband van ons land. Het 15-koppige ensemble viert dit jaar namelijk hun 13de verjaardag, en dat doen ze toepasselijk met een tournee van 13 concerten én een nieuwe cd met 13 nummers, die ze – hoe kan het ook anders – ‘13’ getiteld hebben.
\
Nieuwe cd '13'
\
'13' is een bonte verzameling van verschillende stijlen geworden, of zoals ze bij FES zelf zeggen: “gas, chaos & chazz”. De composities zijn voornamelijk van eigen hand (o.a. geplukt uit hun Hearsee-project), maar het album telt ook nummers van de bekende ragtime componist-pianist Scott Joplin, de Nederlandse elektronische muziekcomponist Tom Dissevelt en van John Watts (Fisher-Z). Beluister hier wat Peter Vermeersch zelf  te vertellen heeft over 13 jaar Flat Earth Society.
\
Flat Earth Society en Vooruit
\
Wist je trouwens dat Flat Earth Society ontstond als een trio met Peter Vermeersch op sax, Louis Colan op bas en Gene Velocette op. Ze speelden hardcoremetaljazz en traden een aantal keer op in het Café van Vooruit. De latere bigband was daarna jarenlang het huisorkest van Vooruit. Op hun verjaardagstournee kon Flat Earth Society de planken van Vooruit dan ook niet overslaan. En bovendien is Vooruit in 2013 ook jarig: het gebouw wordt dan immers 100 jaar. Heb je nog meer redenen nodig om te feesten? Wij dachten het niet! Vier dus deze dubbele verjaardag mee met Flat Earth Society en Vooruit op vrijdag 3 mei. 
\
Afterparty met shakara United
\
Na het concert van FES blijven we gewoon verder feesten op een afterparty met Shakara United. Deze elfkoppige band uit Antwerpen is ontstaan uit de resterende assen van de Belgian Afrobeats Association (BABA) met o.a. Stefaan Blancke (Flat Earth Society, Wawadadakwa), Jelle van Giel, Steven van Gool (Wawadadakwa, El Tattoo del Tigre) en Marc Meeuwissen (Flat Earth Society). Ze stellen hun eerste plaat voor, vers van de pers: rep je naar Vooruit en laat je verleiden door de zwoele en funky afrobeats!
\
VOORUIT100-abonnement
\
Deze voorstelling maakt deel uit van het VOORUIT100-abonnement. Kies je 3 voorstellingen, dan krijg je een voordeligere prijs. 
\",,\N,4705,7837725697-1358157420
Studium generale: 'Duurzame Steden',De zelfvoorzienende stad?,"Het Centrum voor Duurzame Ontwikkeling, het Centrum voor Lokale Politiek, Ugent10:10 en de Gentse Studentenraad (Universiteit Gent) organiseren samen met Kunstencentrum Vooruit ook in 2013 een studium generale ‘duurzaamheidsdenken’. Deze keer staat het thema ‘Duurzame Steden’ centraal.
\
Samen met een selecte, maar erg diverse groep van boeiende sprekers zullen we in de Gentse Vooruit (Sint-Pietersnieuwstraat) op vijf woensdagavonden in februari en maart 2013 reflecteren over tal van actuele stedelijke duurzaamheidsvraagstukken. Meerdere soorten kennis zullen op een prikkelende en toegankelijke manier het brede thema ‘duurzame steden’ behandelen.
\
Vanavond: De zelfvoorzienende stad?
\
Bijdragen:
\

\
    “Een sociaalecologische economie: wordt de stad de eco-fabriek van de toekomst?” door Dirk Holemans, coördinator van de denktank Oikos en fractieleider van Groen in de Gentse gemeenteraad
\
    “Niet met uw eten spelen! Professionele urban farming als bouwsteen van een voedselstrategie in touch met de consument” door Pieter Marx, initiator en directeur van Greenmarx
\
    “Flestuinieren op kot” door Joris Depouillon, Laurien Spruyt en Eva Sorgeloos van UGent10:10, een studentengroep die zich inzet voor een duurzame toekomst
\
    Reactie en reflectie door Piet Vanthemsche, voorzitter van de Belgische Boerenbond
\
    Reactie en refelctie door Indra Van Sande, ingenieur-architect bij de Gentse Milieudienst en één van de drijvende krachten achter ‘Gent Klimaatneutraal in 2050’
\",www.cdo.ugent.be/drupal-7.15/?q=content/studium-generale-2013-duurzame-steden,\N,4709,legacy-3469
Dikketruiendag 2013,,"Op woensdag 20 februari is het Dikketruiendag en zetten we de verwarming een graadje lager om onze milieu-impact te verminderen. Een graadje minder verwarmen, merk je nauwelijks, maar betekent wel 7% minder stookkosten en broeikasgassen. De energiebesparing is groot, de investering klein.
\
Kom je dus op 20 februari naar het concert van Octurn / Synaesthetic Trip of The Bony King of Nowhere, doe dan een extra dikke trui aan. Ook in het Café laten we de temperatuur wat zakken, maar we voorzien een speciaal aanbod om je temperatuur op peil te houden:
\
-Warme cécémel (€2)
\
-Warme cécémel met slagroom (€2,20)
\
-Toté Tanté (€3,50)",www.lne.be/campagnes/dikke-truiendag,\N,4711,legacy-3474
Café Dansant: The Hornsgatan Ramblers / dj Ghentlemen,,De Gentse Hoppers nodigen Zweedse swingers uit in het Vooruitcafé op het Mini Swede Swing Weekend. Enkele van de beste Lindy Hopdansers en muzikanten van Stockholm spelen ten dans: er is een jamsessie van The Hornsgatan Ramblers en The Ghentlemen draaien plaatjes.,"www.gentsehoppers.com
\
www.facebook.com/Ghentlemen
\
www.facebook.com/HornsgatanRamblers",Concert,4713,legacy-3473
Maria Lucia Cruz Correia,1 place and 14400 seconds,"\
    gratis, maar gelieve in te schrijven via mcruzcorreia@gmail.com
\

\
 
\
Maria Lucia Cruz Correia is een van de stadsresidenten die Vooruit van nabij volgt. Elke maand wil ze een moment nemen om na te denken over de stad. Ze onderzoekt de stad als een ziek organisme, belichaamd door sociale organen en politiek metabolisme. Het vertrekpunt wordt gevormd door vragen als: wat betekent het om de stilte te doorbreken? Hoe kan je komen tot verandering in een systeem? Hoe kan je in een helende dialoog gaan met een stedelijk landschap. Wat gebeurt in de transformatieve ruimte van actie-acceptie-verandering?
\
Maria Lucia neemt je mee op eens stille wandeling naar een geheime locatie, een plek waarop ecologie, life style en politiek elkaar kruisen in een stedelijke omgeving. Eens aangekomen kies je een plek uit waar je denkt dat je er gedurende 4 uur comfortabel kan zitten. Je krijgt een tekst waarover je kan nadenken aan de hand van een ‘thinking manual’. De gekozen locatie wordt gecontextualiseerd en aan een bepaald orgaan gekoppeld. De vorige locaties hadden te maken met groei en ontwikkeling (baarmoeder), farmaceutische industrie (nier) en veehouderij (maag). Breng gerust schrijf- of tekenmateriaal, warme kleren, een stoel of een thermos mee.
\
 
\
Achteraf keren we terug naar Vooruit voor een gesprek en een evaluatie met koffie, thee en cake.
\
Belangrijk:
\

\
    Als 4u te lang blijkt, mag je vertrekken wanneer je dat wil. Kom achteraf gerust naar Vooruit voor het evaluatiemoment.
\
    Deelname aan deze sessie betekent niet dat je ook aan andere sessies moet deelnemen.
\
    Kan je niet van in het begin bij de groep aansluiten? Je kan ook later  inpikken, vraag dan gerust de locatie aan de Cooperette. Kom in dat  geval wel best met de fiets.
\

\
Wie of wat zijn de stadsresidenten van Vooruit?
\
Sinds augustus 2012 volgt en ondersteunt Vooruit onder de noemer Stadsresidenten een groep jonge kunstenaars die de publieke ruimte als hun werkplaats beschouwen: Simon Allemeersch, Maria Lucia Cruz Correia, Ewout D’Hoore, Michiel Vandevelde en Elly Van Eeghem.","\

\
concept: Maria Lucia Cruz Correia / dramaturgie: Geert Ooms / samenwerking: An- Katrin Lecluyse / camera & montage: Joey Van Kerckhove
\
 ",\N,4715,legacy-3501
Hilok,Heropeningsfuif,,,Feest,4717,legacy-3513
Uitgelezen mei,10de jaargang / ihkv 100 jaar Vooruit,"Uitgelezen – het boekenprogramma van Vooruit – is aan zijn 10de jaargang toe! Deze laatste Uitgelezen van seizoen 12-13 wordt een wel heel speciale: in het jaar dat Vooruit 100 jaar bestaat, viert Uitgelezen z’n 10de verjaardag! Wist je trouwens dat deze editie de 199ste Uitgelezen aller tijden is?
\
Reden genoeg voor een ode door columnist en schrijver (hij won o.a. de Gouden Uil) Marc Reugebrink. Naast onze vaste waarden Fien Sabbe, Jos Geysels en Anna Luyten schuift Phara de Aguirre aan. Zij dook het vaakste op als gastpanellid in de afgelopen 10 jaar van Uitgelezen.
\
Bovendien ontvangen we nog drie speciale gasten: auteur Dimitri Verhulst vertelt over 'De kinderjaren van Jezus' van JM Coetzee, politicus Paul Magnette heeft het over ‘De vreemdeling’ van Albert Camus (°1913) en oud-presentatrice Paula Semer praat over het boek ‘1913’ van kunsthistoricus Florian Illies. Muziek is er van Selah Sue!
\
Op de tombola zijn er 10 keer 10 boeken te winnen, waaronder het meest gesignaleerde boek van 10 jaar Uitgelezen: ‘Kalme Chaos’ van                Veronesi. En als literaire uitsmijter leest Dimitri voor uit zijn pas verschenen boek ‘De Laatkomer’.","Kom op tijd, want vol = vol. Reserveren is niet mogelijk.","Boekvoorstelling,Literatuur",4719,10743525633-1318514741
Spectra Ensemble feat. Walter Hus & Chris Ware,LINT,"\

\
Ooit al gehoord van een strip-opera? Voor je gedachten op hol staan: alle kleren blijven aan tijdens dit concert. Wel wordt achter de muzikanten live het stripverhaal ‘Lint’ van Chris Ware geprojecteerd. Ware behoort tot de belangrijkste auteurs in het genre van de graphic novel en is vooral bekend van ‘Jimmy Corrigan, the Smartest Kid on Earth.
\
In ‘Lint’ schetst hij het leven van Jordan Wellington Lint, een man die uitblinkt in foute keuzes en gemiste kansen. De muzikale elementen in dit beeldverhaal inspireerden de Belgische componist Walter Hus om de strip pagina per pagina op muziek te zetten. Het resultaat wordt gebracht door SPECTRA Ensemble o.l.v. Filip Rathé en zangeres Angélique Willkie (Zap Mama, dEUS).
\
Het Spectra Ensemble viert in 2013 z’n 20ste verjaardag. Waar beter dan in Vooruit, waar ze hun allereerste concert speelden en al tien keer op het podium stonden, o.a. met Das Pop en pianist Daan Vandewalle.
\
VOORUIT100-abonnement
\
Deze voorstelling maakt deel uit van het VOORUIT100-abonnement. Kies je 3 voorstellingen, dan krijg je een voordeligere prijs. 
\

\
 ",,"Boekvoorstelling,Klassiek",4721,18170624257-1349171851
Ontroerend Goed / The Border Project,Fight Night,"Vijf spelers. Vijf rondes.
\
Uw stem.
\
Eén overlevende.
\
Er zal gevochten worden met ongelijke wapens
\
op scène in een boksring.
\
De inzet:
\
uw aandacht, uw liefde, uw goedkeuring,
\
uw lach, uw inleving, uw ontroering,
\
uw medelijden, uw zwakke plek,
\
uw leedvermaak, uw zucht naar meer,
\
uw plaatsvervangende schaamte,
\
uw hart, uw steun,
\
uw smaak.
\
Wij helpen u beslissen met polls, stemwijzers, coalities, campagnes, debatten, consultants,
\
exit polls, spin doctors, opinipeilingen, lijstduwers, referendums.
\
Wij doen er aan alles opdat de beste niet wint.",Engels gesproken,\N,4723,8591553025-0
Shakara United,,\N,,\N,4725,3692439297-1348131442
Uitgelezen april,10de jaargang,"\
Uitgelezen – het boekenprogramma van Vooruit – is aan zijn 10de jaargang toe! Zoals steeds lezen de vaste panelleden Anna Luyten (journaliste) en Jos Geysels (Minister van Staat, voorzitter boek.be en 11.11.11) drie boeken. Samen met  gastpanelleden Helmut Lotti (zanger) en Yasmine Kherbache (politica) en gastvrouw Fien Sabbe delen ze hun bevindingen met het publiek.
\
Deze boeken liggen deze maand op tafel:
\

\
    Juli Zeh – Nultijd
\
    Saskia De Coster – Wij en ik
\
    Shani Boianjiu – Het eeuwige volk kent geen angst
\
    
\
    
\
    
\
    Bovendien geeft elk panellid ook nog zijn of haar ultieme leestip. Helmut Lotti zorgt voor een muzikaal intermezzo en er zijn boeken te winnen met de boekentombola.
\
    Op deze Uitgelezen zal er ook aandacht zijn voor de expo 'Nerveuze vrouwen - Twee eeuwen vrouwen en hun psychiaters' in het Museum dr. Guislain.
\
    
\
    EXTRA
\
    Griet Op de Beeck leest voor uit haar boek 'Vele hemels boven de zevende' en signeert. ""Geestig, pijnlijk en ontregelend herkenbaar. Deze schrijfster is gekomen om te blijven.""","Kom op tijd, want vol = vol. Reserveren is niet mogelijk.",Boekvoorstelling,4727,10743510017-1318514741
Workshop: biobieren ontdekken en proeven,met Geroen Vansteenbrugge,"Wat weinig mensen weten, is dat Vooruit ooit een eigen brouwerij had. Geen betere gelegenheid dan VOORUIT100  om opnieuw een Vooruitbier te brouwen, ism brasserie Dupont. We gaan  voor een 100% biobier van 6 graden, met hoge gisting én met een niet te  versmaden smaak. Kom vanaf 1 mei proeven in  ons Café en onze shop!
\

\
Geroen Vansteenbrugge, bierkenner en secretaris van Zythos  (vereniging van bierproevers), wijdt graag uit over zijn appreciatie van  het Belgische biobier. Zo gaat hij in deze workshop in op de  grondstoffen en belicht hij verschillende aspecten van biobier en -brouwerijen. En uiteraard wordt er geproefd: ontdek minder bekende  ‘hemelse biobiertjes’ (je proeft een 5 à 6-tal bieren) en overtuig  jezelf of de smaak beter is dan het gewone gamma. Santé! 
\","ihkv ‘VOORUIT100’, het feestjaar voor 100 jaar Vooruit",\N,4729,8448968705-1359035545
The Ex & Brass Unbound,"feat. Ab Baars, Wolter Wierbos, Ken Vandermark & Roy Paci","\

\
Volgens muziekmagazine The Wire kan je The Ex nooit meer vergeten eens je ze live hebt gezien. Getuige daarvan deze enthousiaste reactie op vooruit.be na het concert van The Ex op ‘25 jaar Vooruit’ in 2007: “The EX en Getachew Mekuria zorgen voor FEEST! Uitbundig, krachtig, kleurrijk… springt ende danst!”.
\
Wie kunnen we dan beter vragen om de 100ste verjaardag van het Vooruitgebouw luister bij te zetten dan The Ex? De band heeft daarenboven ook een mooie geschiedenis in Vooruit: ze speelden hun eerste concert in Vooruit voor een volle Concertzaal met cellist Tom Cora in 1992.
\
The Ex heeft nét een nieuwe cd uit, die je nu al kan beluisteren op de Luisterpaal van de Nederlandse omroep VPRO en op 15 mei live in Vooruit!
\
Wie is The Ex?
\
Deze Nederlandse bende – die ondertussen al meer dan 33 jaar elke zaal die ze aandoen plat speelt – verenigt uiteenlopende stijlen: van jazz naar punk tot etnische muziek. Hun voornaamste doel: revolteren tegen de commerciële hitparades. The Ex is te herkennen aan hun snerende gitaren, Afrikaanse geïnspireerde drumstijl en anarchistische teksten.
\
Voor de gelegenheid brengt The Ex deze keer Brass Unbound mee: een bataljon blazers bestaande uit Ab Baars (die speelde met o.a. Cecil Taylor en Sonic Youth), Ken Vandermark (Peter Brötzmann Chicago Tentet, Platform 1), Roy Paci (maakte cd’s met Manu Chao en Mike Patton) en Wolter Wierbos (gastmuzikant bij Sonic Youth en Gruppo Sportivo, werkte mee aan verschillende dans, theater en tv-producties). Een aardig zootje ongeregeld dat garant staat voor een uitzinnig feest.
\
VOORUIT100-abonnement
\
Deze voorstelling maakt deel uit van het VOORUIT100-abonnement. Kies je 3 voorstellingen, dan krijg je een voordeligere prijs. 
\

\
 ",,Rock,4731,23251957249-1358786382
Das Kapital & Harmonie Vooruit,play Hanns Eisler,"\

\
Het Deens-Frans-Duitse trio Das Kapital (respectievelijk gitaar, drums en sax) is uitgegroeid tot een lieveling van het Europese jazzfestivalcircuit. De band stond al in Vooruit met hun originele bewerkingen van de muziek van Hanns Eisler (componist voor o.a. stukken van Bertolt Brecht). Muzieksite Enola schreef toen: “Nu eens aanleunend tegen strakke punkjazz en dan weer verdacht ouderwets, blijft het een band die constant verrast.”
\
Tijdens VOORUIT100 komen vaak concerten aan bod die protestliederen als uitgangspunt nemen en de Eisler-bewerkingen van Das Kaptial passen perfect in dat rijtje. Speciaal voor de gelegenheid laat het trio zich bijstaan door het Harelbeekse Harmonie Vooruit, een van de beste harmonieorkesten ter wereld. Dankzij de 1ste plaats in de hoogste afdeling van het Wereld Muziek Concours in 2005 mocht het orkest zich 4 jaar lang wereldkampioen noemen.
\
Drie componisten: Stéphane Leach, Tim Garland en Peter Vermeersch en de jonge componist Eric Desimpelaere arrangeerden de composities van Eisler voor deze groep van 100 muzikanten en Das Kapital.
\
Stéphane Leach is een Franse componist en pianist. Hij componeert muziekstukken voor theater, concerten, instrumentale ensembles koren en zangers. Al meer dan een decennium werkt hij samen met Olivier Py, de nieuwe directeur van het Festival d'Avignon. Voor de cabaret-show 'Miss Knife' (nu aan het touren in Europa) componeerde hij de muziek.
\
Tim Garland is een componist en jazzvirtuoos op saxofoon en basklarinet. Hij wordt gerekend tot een van de meest creatieve muzikale breinen in de UK. Zijn uiteenlopende muzikale vaardigheden komen tot uiting in een groeiend repertoire waarin jazz en hedendaagse composities met elkaar versmelten.
\
Peter Vermeersch is een Belgisch componist, klarinettist en producer. Hij is de hoofdpersoon in een aantal Belgische groepen zoals X-Legged Sally, A Group en de Flat Earth Society. Zijn composities, balanceren tussen klassiek, jazz en popmuziek en worden vaak in opdracht van of gebruikt door moderne dansgezelschappen. Als producer hielp hij mee aan het eerste album van België's meest prominente indie band dEUS. 
\
Erik Desimpelaere (°1990) studeert momenteel piano aan het Koninklijk Conservatorium Brussel en compositie aan het Koninklijk Conservatorium Antwerpen. Hij behaalde reeds diverse prijzen, nationaal en internationaal. In februari 2013 is Erik één van de drie laureaten tijdens de finale van de Internationale compositiewedstrijd voor harmonieorkest van Harelbeke Muziekstad met het stuk ‘Secreta’. Hij behaalde de eerste prijs en de publieksprijs.
\
In haar geschiedenis werden in Vooruit vaak monumentale muziekwerken opgevoerd (‘Oratoria’ en andere) die de Theaterzaal deden daveren en de harten sneller kloppen. Deze unieke productie zal daar niet voor onder doen. Indrukwekkend voor oog en oor!
\
Seizoen 13-14-abonnement
\
Deze voorstelling maakt deel uit van het seizoen 13-14-abonnement. Vanaf 3 voorstellingen, krijg je een voordeligere prijs.
\

\
 ",,\N,4733,12860422401-1354974358
